,Age,Attrition,DailyRate,HourlyRate,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree
466,41,0,1276,91,16595,5626,7,0,16,3,1,22,2,3,18,16,11,8,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
467,37,0,142,69,8834,24666,1,0,13,3,1,9,6,3,9,5,7,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
468,52,0,956,78,5577,22087,3,1,12,3,2,18,3,3,10,9,6,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
469,32,1,1474,60,4707,23914,8,0,12,3,0,6,2,3,4,2,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
470,24,0,535,38,2400,5530,0,0,13,3,2,3,3,3,2,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
471,38,0,1495,76,9824,22174,3,0,19,3,1,18,4,3,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
472,37,0,446,65,6447,15701,6,0,12,3,1,8,2,2,6,5,4,3,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
473,49,0,1245,58,19502,2125,1,1,17,3,1,31,5,3,31,9,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
474,24,0,691,89,2725,21630,1,1,11,3,2,6,3,3,6,5,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
475,26,0,703,66,6272,7428,1,0,20,4,2,6,5,4,5,3,1,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
476,24,0,823,94,2127,9100,1,0,21,4,1,1,2,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
477,50,0,1246,99,18200,7999,1,0,11,3,1,32,2,3,32,5,10,7,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
478,25,0,622,40,2096,26376,1,0,11,3,0,7,1,3,7,4,0,6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
479,24,1,1287,55,2886,14168,1,1,16,3,1,6,4,3,6,3,1,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
480,30,1,448,74,2033,14470,1,0,18,3,1,1,2,4,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
481,34,0,254,83,3622,22794,1,1,13,3,1,6,3,3,6,5,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
482,31,1,1365,46,4233,11512,2,0,17,3,0,9,2,1,3,1,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
483,35,0,538,54,3681,14004,4,0,14,3,0,9,3,3,3,2,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
484,31,0,525,66,5460,6219,4,0,22,4,2,13,4,4,7,7,5,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
485,27,0,798,66,2187,5013,0,0,12,3,2,6,5,2,5,3,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
486,37,0,558,75,9602,3010,4,1,11,3,1,17,3,2,3,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
487,20,0,959,83,2836,11757,1,0,13,3,0,1,0,4,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
488,42,0,622,81,4089,5718,1,0,13,3,2,10,4,3,10,2,2,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
489,43,0,782,50,16627,2671,4,1,14,3,1,21,3,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
490,38,0,362,43,2619,14561,3,0,17,3,0,8,3,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
491,43,0,1001,72,5679,19627,3,1,13,3,1,10,3,3,8,7,4,7,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
492,48,0,1236,40,15402,17997,7,0,11,3,1,21,3,1,3,2,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
493,44,0,1112,50,5985,26894,4,0,11,3,0,10,1,4,2,2,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
494,34,0,204,31,2579,2912,1,1,18,3,2,8,3,3,8,2,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
495,27,1,1420,85,3041,16346,0,0,11,3,1,5,3,3,4,3,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
496,21,0,1343,49,3447,24444,1,0,11,3,0,3,2,3,3,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
497,44,0,1315,35,19513,9358,4,1,12,3,1,26,2,4,2,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
498,22,0,604,69,2773,12145,0,0,20,4,0,3,3,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
499,33,0,1216,39,7104,20431,0,0,12,3,0,6,3,3,5,0,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
500,32,0,646,92,6322,18089,1,1,12,3,1,6,2,2,6,4,0,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
501,30,0,160,71,2083,22653,1,0,20,4,1,1,2,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
502,53,0,238,34,8381,7507,7,0,20,4,0,18,2,4,14,7,8,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
503,34,0,1397,42,2691,7660,1,0,12,3,1,10,4,2,10,9,8,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
504,45,1,306,100,4286,5630,2,0,14,3,2,5,4,3,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
505,26,0,991,71,2659,17759,1,1,13,3,1,3,2,3,3,2,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
506,37,0,482,36,9434,9606,1,0,15,3,1,10,2,3,10,7,7,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
507,29,0,1176,62,5561,3487,1,0,14,3,1,6,5,2,6,0,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
508,35,0,1017,82,6646,19368,1,0,13,3,0,17,3,3,17,11,11,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
509,33,0,1296,30,7725,5335,3,0,23,4,1,15,2,1,13,11,4,7,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
510,54,0,397,88,10725,6729,2,0,15,3,1,16,1,4,9,7,7,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
511,36,0,913,48,8847,13934,2,1,11,3,1,13,2,3,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
512,27,0,1115,54,2045,15174,0,0,13,3,0,5,0,3,4,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
513,20,1,1362,32,1009,26999,1,1,11,3,0,1,5,3,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
514,33,1,1076,70,3348,3164,1,1,11,3,0,10,3,3,10,8,9,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
515,35,0,727,41,1281,16900,1,0,18,3,2,1,3,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
516,23,0,885,58,2819,8544,2,0,16,3,1,5,3,4,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
517,25,0,810,57,4851,15678,0,0,22,4,1,4,4,3,3,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
518,38,0,243,46,4028,7791,0,0,20,4,0,8,2,3,7,7,0,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
519,29,0,806,76,2720,18959,1,0,18,3,1,10,5,3,10,7,2,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
520,48,0,817,56,8120,18597,3,0,12,3,0,12,3,3,2,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
521,27,0,1410,71,4647,16673,1,1,20,4,2,6,3,3,6,5,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
522,37,0,1225,80,4680,15232,3,0,17,3,0,4,2,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
523,50,0,1207,74,3221,3297,1,1,11,3,3,20,3,3,20,8,3,8,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
524,34,0,1442,46,8621,17654,1,0,14,3,0,9,3,4,8,7,7,7,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
525,24,1,693,65,4577,24785,9,0,14,3,0,4,3,3,2,2,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
526,39,0,408,80,4553,20978,1,0,11,3,0,20,4,3,20,7,11,10,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
527,32,0,929,55,5396,21703,1,0,12,3,0,10,2,2,10,7,0,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
528,50,1,562,50,6796,23452,3,1,14,3,1,18,4,3,4,3,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
529,38,0,827,33,7625,19383,0,0,13,3,0,10,4,2,9,7,1,8,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
530,27,0,608,68,7412,6009,1,0,11,3,0,9,3,3,9,7,0,7,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
531,32,0,1018,39,11159,19373,3,0,15,3,0,10,6,3,7,7,7,7,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
532,47,0,703,42,4960,11825,2,0,12,3,0,20,2,3,7,7,1,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
533,40,0,580,48,10475,23772,5,1,21,4,1,20,2,3,18,13,1,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
534,53,0,970,59,14814,13514,3,0,19,3,0,32,3,3,5,1,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
535,41,0,427,73,19141,8861,3,0,15,3,3,23,2,2,21,6,12,6,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
536,60,0,1179,84,5405,11924,8,0,14,3,0,10,1,3,2,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
537,27,0,294,32,8793,4809,1,0,21,4,2,9,4,2,9,7,1,7,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
538,41,0,314,59,19189,19562,1,0,12,3,1,22,3,3,22,7,2,10,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
539,50,0,316,54,3875,9983,7,0,15,3,1,4,2,3,2,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
540,28,1,654,67,2216,3872,7,1,13,3,0,10,4,3,7,7,3,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
541,36,0,427,63,11713,20335,9,0,14,3,1,10,2,3,8,7,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
542,38,0,168,81,7861,15397,4,1,14,3,0,10,4,4,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
543,44,0,381,49,3708,2104,2,0,14,3,0,9,5,3,5,2,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
544,47,0,217,49,13770,10225,9,1,12,3,2,28,2,2,22,2,11,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
545,30,0,501,99,5304,25275,7,0,23,4,1,10,2,2,8,7,7,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
546,29,0,1396,99,2642,2755,1,0,11,3,0,1,6,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
547,42,1,933,57,2759,20366,6,1,12,3,0,7,2,3,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
548,43,0,775,47,6804,23683,3,0,18,3,1,7,5,3,2,2,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
549,34,0,970,96,6142,7360,3,0,11,3,0,10,2,3,5,1,4,3,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
550,23,0,650,37,2500,4344,1,0,14,3,1,5,2,4,4,3,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
551,39,0,141,44,6389,18767,9,0,15,3,1,12,3,1,8,3,3,6,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
552,56,0,832,81,11103,20420,7,0,11,3,0,30,1,2,10,7,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
553,40,0,804,86,2342,22929,0,1,20,4,0,5,2,2,4,2,2,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
554,27,0,975,55,6811,23398,8,0,19,3,0,9,2,1,7,6,0,7,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
555,29,0,1090,83,2297,17967,1,0,14,3,2,2,2,3,2,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
556,53,0,346,86,2450,10919,2,0,17,3,0,19,4,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
557,35,0,1225,61,5093,4761,2,0,11,3,1,16,2,4,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
558,32,0,430,80,5309,21146,1,0,15,3,2,10,2,3,10,8,4,7,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
559,38,0,268,92,3057,20471,6,1,13,3,1,6,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
560,34,0,167,32,5121,4187,3,0,14,3,1,7,3,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
561,52,0,621,31,16856,10084,1,0,11,3,0,34,3,4,34,6,1,16,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
562,33,1,527,63,2686,5207,1,1,13,3,0,10,2,2,10,9,7,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
563,25,0,883,32,6180,22807,1,0,23,4,0,6,5,2,6,5,1,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
564,45,0,954,46,6632,12388,0,0,13,3,0,9,3,3,8,7,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
565,23,0,310,79,3505,19630,1,0,18,3,0,2,3,3,2,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
566,47,1,719,77,6397,10339,4,1,12,3,0,8,2,3,5,4,1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
567,34,0,304,60,6274,18686,1,0,22,4,0,6,5,3,6,5,1,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
568,55,1,725,78,19859,21199,5,1,13,3,1,24,2,3,5,2,1,4,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
569,36,0,1434,76,7587,14229,1,0,15,3,0,10,1,3,10,7,0,9,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
570,52,0,715,41,4258,26589,0,0,18,3,1,5,3,3,4,3,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
571,26,0,575,71,4364,5288,3,0,14,3,1,5,2,3,2,2,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
572,29,0,657,66,4335,25549,4,0,12,3,1,11,3,2,8,7,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
573,26,1,1146,38,5326,3064,6,0,17,3,0,6,2,2,4,3,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
574,34,0,182,72,3280,13551,2,0,16,3,0,10,2,3,4,2,1,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
575,54,0,376,95,5485,22670,9,1,11,3,2,9,4,3,5,3,1,4,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
576,27,0,829,84,4342,24008,0,0,19,3,1,5,3,3,4,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
577,37,0,571,82,2782,19905,0,1,13,3,2,6,3,2,5,3,4,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
578,38,0,240,75,5980,26085,6,1,12,3,0,17,2,3,15,7,4,12,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
579,34,0,121,86,4381,7530,1,0,11,3,0,6,3,3,6,5,1,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
580,35,0,384,72,2572,20317,1,0,16,3,1,3,1,2,3,2,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
581,30,0,921,38,3833,24375,3,0,21,4,2,7,2,3,2,2,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
582,40,0,791,38,4244,9931,1,0,24,4,1,8,2,3,8,7,3,7,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
583,34,0,1111,93,6500,13305,5,0,17,3,1,6,1,3,3,2,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
584,42,0,570,66,18430,16225,1,0,13,3,1,24,4,2,24,7,14,9,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
585,23,1,1243,63,1601,3445,1,1,21,4,2,1,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
586,24,0,1092,60,2694,26551,1,0,11,3,3,1,4,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
587,52,0,1325,82,3149,21821,8,0,20,4,1,9,3,3,5,2,1,4,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
588,50,0,691,64,17639,6881,5,0,16,3,0,30,3,3,4,3,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
589,29,1,805,36,2319,6689,1,1,11,3,1,1,1,3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
590,33,0,213,49,11691,25995,0,0,11,3,0,14,3,4,13,9,3,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
591,33,1,118,69,5324,26507,5,0,15,3,0,6,3,3,3,2,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
592,47,0,202,33,16752,12982,1,1,11,3,1,26,3,2,26,14,3,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
593,36,0,676,35,5228,23361,0,0,15,3,1,10,2,3,9,7,0,5,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
594,29,0,1252,81,2700,23779,1,0,24,4,1,10,3,3,10,7,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
595,58,1,286,31,19246,25761,7,1,12,3,0,40,2,3,31,15,13,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
596,35,0,1258,40,2506,13301,3,0,13,3,0,7,0,3,2,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
597,42,0,932,43,6062,4051,9,1,13,3,1,8,4,3,4,3,0,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
598,28,1,890,46,4382,16374,6,0,17,3,0,5,3,2,2,2,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
599,36,0,1041,36,2143,25527,4,0,13,3,1,8,2,3,5,2,0,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
600,32,0,859,98,6162,19124,1,0,12,3,1,14,3,3,14,13,6,8,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
601,40,0,720,51,5094,11983,6,0,14,3,0,10,6,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
602,30,0,946,52,6877,20234,5,1,24,4,0,12,4,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
603,45,0,252,95,2274,6153,1,0,14,3,0,1,3,3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
604,42,0,933,98,4434,11806,1,0,13,3,1,10,3,2,9,8,7,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
605,38,0,471,45,6288,4284,2,0,15,3,1,13,3,2,4,3,1,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
606,34,0,702,100,2553,8306,1,0,16,3,0,6,3,3,5,2,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
607,49,1,1184,43,7654,5860,1,0,18,3,2,9,3,4,9,8,7,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
608,55,1,436,37,5160,21519,4,0,16,3,0,12,3,2,9,7,7,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
609,43,0,589,94,17159,5200,6,0,24,4,1,22,3,3,4,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
610,27,0,269,42,12808,8842,1,1,16,3,1,9,3,3,9,8,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
611,35,0,950,59,10221,18869,3,0,21,4,0,17,3,4,8,5,1,6,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
612,28,0,760,81,4779,3698,1,1,20,4,0,8,2,3,8,7,7,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
613,34,0,829,88,3737,2243,0,0,19,3,1,4,1,1,3,2,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
614,26,1,887,88,2366,20898,1,1,14,3,1,8,2,3,8,7,1,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
615,27,0,443,50,1706,16571,1,0,11,3,3,0,6,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
616,51,0,1318,66,16307,5594,2,0,14,3,1,29,2,2,20,6,4,17,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
617,44,0,625,50,5933,5197,9,0,12,3,0,10,2,2,5,2,2,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
618,25,0,180,65,3424,21632,7,0,13,3,0,6,3,2,4,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
619,33,0,586,48,4037,21816,1,0,22,4,1,9,5,3,9,8,0,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
620,35,0,1343,53,2559,17852,1,0,11,3,0,6,3,2,6,5,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
621,36,0,928,56,6201,2823,1,1,14,3,1,18,1,2,18,14,4,11,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
622,32,0,117,73,4403,9250,2,0,11,3,1,8,3,2,5,2,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
